Epoch,MaxActionDiff,MinActionDiff,MeanActionDiff,StdActionDiff,MeanReWeightingFactor,StdReWeightingFactor,MeanMinusStd,MeanPlusStd,Loss
698000,5.2442627,0.009887695,-1684.2694,1.7762175,1,3.3757365,-1686.0457,-1682.4932,-1684.1904
698500,5.130127,0.0087890625,-1684.2827,1.641481,0.99999994,3.218421,-1685.9242,-1682.6412,-1684.1628
699000,5.0318604,0.005493164,-1684.1898,1.783053,1,2.655398,-1685.9729,-1682.4067,-1684.0265
699500,5.6274414,0.0031738281,-1684.2637,1.5886925,1,2.9462721,-1685.8524,-1682.6749,-1684.1842
700000,4.418091,0.0013427734,-1684.1793,1.5120125,1,2.5282393,-1685.6913,-1682.6674,-1684.1016
700500,5.5499268,0.0059814453,-1684.1124,1.6949656,1,2.3205853,-1685.8074,-1682.4175,-1684.0413
701000,5.8115234,0.0007324219,-1684.3047,1.6338059,1,2.4855044,-1685.9385,-1682.6709,-1684.1322
701500,5.604492,0.016601562,-1684.0334,1.726206,1,4.150439,-1685.7596,-1682.3073,-1684.0002
702000,6.626709,0.0043945312,-1684.1877,1.6851665,1.0000001,7.364511,-1685.8729,-1682.5026,-1684.0836
702500,5.7679443,0.0020751953,-1684.3114,1.7561042,1,3.0360968,-1686.0675,-1682.5553,-1684.2561
703000,8.27417,0.001953125,-1684.1892,1.8012971,1,11.933734,-1685.9905,-1682.388,-1684.1318
703500,4.9332275,0.0064697266,-1684.0331,1.5851272,1,2.4917438,-1685.6182,-1682.448,-1683.9912
704000,4.8912354,0.012817383,-1683.9838,1.6165252,1.0000001,2.7958026,-1685.6003,-1682.3672,-1683.948
704500,4.899658,0.008300781,-1684.1963,1.6231029,0.9999999,3.1450849,-1685.8193,-1682.5732,-1684.0908
705000,6.3898926,0.0078125,-1684.3721,1.66178,1,6.368557,-1686.0338,-1682.7103,-1684.2871
705500,5.0861816,0.0073242188,-1684.2891,1.6181724,1,2.1207335,-1685.9072,-1682.6709,-1684.19
706000,4.9870605,0.011962891,-1684.0583,1.6884815,1.0000001,2.1379406,-1685.7468,-1682.3699,-1683.9695
706500,4.229004,0.0034179688,-1684.2898,1.6727415,1,2.129149,-1685.9625,-1682.6171,-1684.1367
707000,4.626465,0.0048828125,-1684.2197,1.6663191,1,2.3711665,-1685.886,-1682.5535,-1684.1595
707500,5.1192627,0.021118164,-1684.2648,1.679007,0.99999994,3.1251717,-1685.9437,-1682.5858,-1684.2107
708000,5.387085,0.0030517578,-1684.1747,1.610601,1,3.123518,-1685.7853,-1682.5641,-1684.1343
708500,5.317749,0.021362305,-1684.1224,1.7945204,0.99999994,3.5513628,-1685.917,-1682.3279,-1684.0658
709000,4.2783203,0.0009765625,-1684.0659,1.6386279,0.9999999,2.2455857,-1685.7046,-1682.4272,-1684.002
709500,4.646118,0.0020751953,-1684.1425,1.6259134,0.9999999,2.4064717,-1685.7683,-1682.5166,-1684.1143
710000,6.362915,0.0052490234,-1684.0648,1.8590965,1,5.2262344,-1685.924,-1682.2057,-1683.9761
710500,5.317383,0.0048828125,-1684.2749,1.6251851,0.99999994,3.597685,-1685.9001,-1682.6497,-1684.1843
711000,6.2768555,0.01586914,-1684.1704,1.5755591,1.0000002,6.1581645,-1685.746,-1682.5948,-1684.0719
711500,5.125,0.0009765625,-1684.218,1.6522665,1,3.1701703,-1685.8702,-1682.5658,-1684.1036
712000,6.0686035,0.010009766,-1684.3816,1.653301,1,5.299934,-1686.0349,-1682.7283,-1684.3623
712500,5.8846436,0.011352539,-1684.2394,1.6518422,0.9999999,2.8656766,-1685.8912,-1682.5875,-1684.2046
713000,4.630249,0.0018310547,-1684.0597,1.6898736,1.0000001,2.791268,-1685.7495,-1682.3699,-1683.9912
713500,4.803467,0.011474609,-1684.2292,1.680708,0.9999999,2.7079628,-1685.9099,-1682.5486,-1684.1901
714000,4.9765625,0.0073242188,-1684.0701,1.6491644,1,1.9965783,-1685.7192,-1682.4209,-1683.9626
714500,5.9351807,0.021850586,-1684.3729,1.6534879,0.9999999,1.9264885,-1686.0264,-1682.7195,-1684.285
715000,6.1188965,0.0026855469,-1684.135,1.7808025,1,2.5220149,-1685.9158,-1682.3542,-1684.0829
715500,5.463257,0.007446289,-1684.1783,1.6892992,1,3.9291298,-1685.8677,-1682.489,-1684.0696
716000,4.7626953,0.006591797,-1684.0269,1.5480363,1.0000001,2.7240894,-1685.575,-1682.4788,-1683.9421
716500,4.919922,0.033447266,-1684.157,1.7531029,0.99999994,2.1103473,-1685.91,-1682.4039,-1684.123
717000,5.3200684,0.012207031,-1684.1897,1.4803355,1.0000001,3.8549662,-1685.67,-1682.7094,-1684.1439
717500,5.15271,0.017944336,-1684.1005,1.6415813,1,3.540114,-1685.7421,-1682.4589,-1684.0171
718000,3.9370117,0.010253906,-1684.1702,1.5256964,0.99999994,1.6625174,-1685.6959,-1682.6444,-1684.1179
718500,5.303711,0.010009766,-1684.1926,1.6544182,1,1.8197688,-1685.847,-1682.5382,-1684.1189
719000,5.223633,0.006591797,-1684.3364,1.7585716,1.0000001,3.394065,-1686.095,-1682.5779,-1684.2905
719500,4.5751953,0.020996094,-1684.271,1.6576945,1.0000001,2.492438,-1685.9287,-1682.6133,-1684.1888
720000,5.098755,0.0020751953,-1684.3834,1.6364826,1,3.144006,-1686.0199,-1682.747,-1684.1962
720500,4.6875,0.032470703,-1684.115,1.6763209,1,2.4700892,-1685.7913,-1682.4387,-1684.0719
721000,4.5062256,0.0059814453,-1684.3207,1.7408036,1,2.4966068,-1686.0615,-1682.5798,-1684.2817
721500,4.177368,0.010620117,-1684.1573,1.6518139,0.99999994,1.940836,-1685.8092,-1682.5055,-1684.069
722000,5.427368,0.0013427734,-1684.0927,1.7026193,1.0000001,1.8019075,-1685.7953,-1682.39,-1684.0073
722500,5.2504883,0.0014648438,-1684.2422,1.6234068,1,3.7571726,-1685.8656,-1682.6188,-1684.2034
723000,4.8081055,0.001953125,-1684.083,1.6482387,1.0000001,2.635002,-1685.7312,-1682.4348,-1683.9866
723500,6.3254395,0.0012207031,-1684.3914,1.6335496,0.99999994,6.2399035,-1686.0249,-1682.7578,-1684.2146
724000,4.8929443,0.013793945,-1684.409,1.6252248,1.0000001,2.6450562,-1686.0343,-1682.7838,-1684.3265
724500,5.5426025,0.0037841797,-1684.307,1.7477603,0.99999994,3.8777008,-1686.0548,-1682.5592,-1684.2546
725000,6.8460693,0.0025634766,-1684.163,1.6321423,1,5.088225,-1685.7952,-1682.5308,-1684.086
725500,4.7061768,0.005004883,-1684.2714,1.7157573,0.99999994,2.0203164,-1685.987,-1682.5557,-1684.1353
726000,6.1533203,0.011230469,-1684.2981,1.6857498,1,5.1169214,-1685.9839,-1682.6123,-1684.1887
726500,5.3276367,0.020751953,-1684.1687,1.6573946,1,3.569842,-1685.826,-1682.5114,-1684.1282
727000,4.84729,0.0018310547,-1684.247,1.5825773,0.99999994,2.8206897,-1685.8295,-1682.6644,-1684.1875
727500,7.2458496,0.0043945312,-1684.3442,1.7877482,1.0000001,8.858143,-1686.132,-1682.5565,-1684.2727
728000,4.583008,0.0048828125,-1684.324,1.5860656,1.0000001,1.7798185,-1685.91,-1682.7379,-1684.2285
728500,4.692871,0.0031738281,-1684.1157,1.5200069,0.99999994,2.1833088,-1685.6357,-1682.5957,-1684.02
729000,6.1691895,0.0041503906,-1684.2454,1.7438319,1.0000001,2.3916187,-1685.9891,-1682.5016,-1684.1218
729500,6.2142334,0.016723633,-1684.1891,1.6492076,1,2.1885939,-1685.8383,-1682.5399,-1684.0922
730000,4.9821777,0.0041503906,-1684.269,1.6965803,1.0000001,2.1446066,-1685.9656,-1682.5725,-1684.209
730500,5.244751,0.012817383,-1684.1403,1.5715188,1,3.5882308,-1685.7118,-1682.5687,-1684.0719
731000,6.658203,0.016845703,-1684.0979,1.6475283,0.9999999,8.003219,-1685.7455,-1682.4503,-1684.046
731500,4.407837,0.027709961,-1683.9772,1.5629923,1,2.6942232,-1685.5402,-1682.4142,-1683.9111
732000,5.1048584,0.0015869141,-1684.2316,1.6515715,1.0000001,3.476627,-1685.8832,-1682.58,-1684.1737
732500,5.0720215,0.01171875,-1684.2646,1.6062907,1,2.296094,-1685.871,-1682.6583,-1684.1877
733000,5.246582,0.0012207031,-1684.2698,1.6975932,1,3.3171086,-1685.9674,-1682.5721,-1684.1753
733500,6.057007,0.0018310547,-1684.1884,1.6377231,1,3.4252799,-1685.826,-1682.5507,-1684.0894
734000,4.942505,0.01159668,-1684.1588,1.6991268,0.99999994,2.6785772,-1685.8579,-1682.4597,-1684.1151
734500,6.586914,0.0012207031,-1684.1431,1.6873846,1,7.1103187,-1685.8304,-1682.4557,-1684.0576
735000,4.848755,0.00036621094,-1684.1473,1.6562485,0.99999994,2.1138117,-1685.8036,-1682.4911,-1684.0245
735500,5.643799,0.008300781,-1684.2588,1.5404449,1,2.5969994,-1685.7992,-1682.7184,-1684.147
736000,5.0203857,0.007446289,-1684.1683,1.717723,1,2.947573,-1685.8861,-1682.4506,-1683.921
736500,5.363037,0.008056641,-1684.2678,1.7466843,0.9999999,3.0574052,-1686.0145,-1682.5211,-1684.2439
737000,5.442993,0.018920898,-1684.4205,1.8136952,1,2.97828,-1686.2343,-1682.6068,-1684.2981
737500,5.762451,0.0009765625,-1684.313,1.6687815,1,3.094239,-1685.9818,-1682.6442,-1684.266
738000,4.4227295,0.0015869141,-1684.3839,1.6400995,1.0000001,2.3080418,-1686.024,-1682.7438,-1684.1716
738500,4.9941406,0.0007324219,-1684.2324,1.6446949,1,2.7707558,-1685.8771,-1682.5878,-1684.1304
739000,5.8125,0.0043945312,-1684.1826,1.7256114,1,4.533907,-1685.9082,-1682.457,-1684.0984
739500,5.907959,0.00390625,-1684.2563,1.6319834,1,5.389823,-1685.8883,-1682.6244,-1684.155
740000,5.2644043,0.001953125,-1684.1733,1.5329986,1,3.797046,-1685.7063,-1682.6404,-1684.1178
740500,4.8015137,0.0021972656,-1684.2832,1.6842922,1,2.8362856,-1685.9675,-1682.5989,-1684.2085
741000,5.9207764,0.019165039,-1684.0172,1.6138754,1.0000001,3.3450658,-1685.6311,-1682.4033,-1683.9631
741500,4.4073486,0.0015869141,-1684.285,1.5590054,1,1.9400142,-1685.844,-1682.7261,-1684.2345
742000,5.400757,0.0010986328,-1684.2408,1.632576,1.0000001,3.637558,-1685.8734,-1682.6083,-1684.1375
742500,5.8414307,0.010375977,-1684.1742,1.7324135,0.99999994,4.6549215,-1685.9066,-1682.4418,-1684.1282
743000,5.3479004,0.005859375,-1684.2439,1.6212965,1,3.885851,-1685.8652,-1682.6226,-1684.1162
743500,6.4639893,0.0020751953,-1684.1041,1.648588,1,3.0160677,-1685.7527,-1682.4556,-1684.0103
744000,5.518799,0.014892578,-1684.1838,1.6076262,1,3.3884058,-1685.7915,-1682.5762,-1684.1321
744500,5.0981445,0.005126953,-1684.0872,1.6787694,1,3.127219,-1685.7659,-1682.4084,-1684.0049
745000,7.269409,0.002319336,-1684.3846,1.5624399,0.99999994,6.960234,-1685.9471,-1682.8221,-1684.3453
745500,4.744751,0.009155273,-1684.2992,1.6766934,0.9999999,2.7601178,-1685.9758,-1682.6226,-1684.1703
746000,5.8796387,0.0029296875,-1684.2471,1.7967222,1,2.0615842,-1686.0438,-1682.4503,-1684.1724
746500,4.5307617,0.0031738281,-1684.124,1.5982782,0.99999994,2.0027828,-1685.7223,-1682.5258,-1684.0437
747000,4.634033,0.0068359375,-1684.2422,1.5092678,1,2.1878707,-1685.7515,-1682.7329,-1684.1743
747500,5.4455566,0.022216797,-1684.3284,1.5806094,0.9999999,4.0778794,-1685.9089,-1682.7478,-1684.2823
748000,5.531372,0.002319336,-1684.3273,1.7398657,0.99999994,2.423444,-1686.0671,-1682.5874,-1684.2661
748500,5.2802734,0.008300781,-1684.3477,1.6274724,1.0000001,2.282811,-1685.9751,-1682.7202,-1684.2983
749000,5.73999,0.01171875,-1684.1685,1.6494133,1.0000001,2.1107123,-1685.8179,-1682.519,-1684.0046
749500,4.442505,0.006713867,-1684.0858,1.6033487,0.99999994,2.276808,-1685.6892,-1682.4824,-1684.0234
750000,6.1135254,0.018554688,-1684.5029,1.5529635,1,1.9581655,-1686.0559,-1682.95,-1684.4336
750500,4.7385254,0.0075683594,-1684.1885,1.6725242,1,2.5393922,-1685.861,-1682.516,-1684.1414
751000,6.1273193,0.008178711,-1684.1683,1.6789821,1.0000001,2.7253602,-1685.8473,-1682.4894,-1684.1082
751500,5.250244,0.0043945312,-1684.1836,1.5987295,1,3.611819,-1685.7823,-1682.5848,-1684.0736
752000,6.7226562,0.0126953125,-1684.1792,1.8451117,0.99999994,6.735688,-1686.0243,-1682.3341,-1684.0928
752500,6.2156982,0.002319336,-1684.1476,1.560426,0.99999994,2.209903,-1685.708,-1682.5872,-1684.0497
753000,4.921753,0.00012207031,-1684.2938,1.6653839,1.0000001,2.8346043,-1685.9592,-1682.6284,-1684.2148
753500,4.847412,0.0036621094,-1684.3906,1.6209848,1,1.9451749,-1686.0116,-1682.7697,-1684.2942
754000,4.6844482,0.013549805,-1684.2084,1.4656311,1,2.7514052,-1685.674,-1682.7428,-1684.113
754500,4.720703,0.0056152344,-1684.2891,1.6367708,1.0000001,2.823877,-1685.9258,-1682.6523,-1684.2554
755000,4.6726074,0.00048828125,-1684.2908,1.5013885,1,2.9326363,-1685.7921,-1682.7894,-1684.2297
755500,5.0046387,0.0034179688,-1684.1323,1.6583399,1.0000001,2.237065,-1685.7906,-1682.474,-1684.0609
756000,6.3916016,0.00048828125,-1684.3757,1.6775432,1,6.703682,-1686.0532,-1682.6982,-1684.2976
756500,5.060791,0.0043945312,-1684.346,1.5640901,1,3.2051141,-1685.91,-1682.7819,-1684.146
757000,5.2374268,0.013305664,-1684.3461,1.7109338,1.0000001,3.516679,-1686.057,-1682.6351,-1684.0951
757500,4.6848145,0.0007324219,-1684.2756,1.6009341,1,2.7189038,-1685.8766,-1682.6747,-1684.2129
758000,5.7331543,0.033935547,-1684.3181,1.7385671,1.0000001,2.555439,-1686.0566,-1682.5796,-1684.2231
758500,4.46167,0.013427734,-1683.9636,1.5159665,1,2.0480783,-1685.4796,-1682.4476,-1683.9346
759000,4.746216,0.004760742,-1684.4332,1.578332,1.0000001,2.6272528,-1686.0116,-1682.8549,-1684.2896
759500,6.0701904,0.028198242,-1684.2804,1.7004353,1,2.4607263,-1685.9808,-1682.58,-1684.228
760000,4.555786,0.0013427734,-1684.3937,1.6022283,1.0000001,2.3576894,-1685.9958,-1682.7915,-1684.3439
760500,5.1401367,0.0063476562,-1684.3193,1.7368379,1.0000001,2.9178982,-1686.0562,-1682.5825,-1684.1819
761000,4.7265625,0.043945312,-1684.2676,1.6866682,1,2.5411556,-1685.9542,-1682.5809,-1684.2063
761500,4.427002,0.0017089844,-1684.2759,1.6759503,1,2.490328,-1685.9518,-1682.6,-1684.1586
762000,5.465332,0.0009765625,-1684.0051,1.615013,1,3.340799,-1685.6201,-1682.3901,-1683.9368
762500,4.619629,0.00048828125,-1684.1787,1.542256,0.99999994,1.5820808,-1685.721,-1682.6365,-1684.085
763000,5.421509,0.00012207031,-1684.194,1.7048627,0.99999994,2.5106425,-1685.8988,-1682.4891,-1684.1335
763500,4.488159,0.0008544922,-1684.2809,1.7203525,1,2.2491257,-1686.0012,-1682.5605,-1684.209
764000,5.966675,0.018676758,-1684.1871,1.7062411,0.9999998,4.9056664,-1685.8934,-1682.4808,-1684.142
764500,5.635742,0.0073242188,-1684.4744,1.6430337,1,4.414546,-1686.1174,-1682.8313,-1684.3511
765000,7.569336,0.0007324219,-1684.3069,1.6812868,0.9999998,11.153914,-1685.9882,-1682.6256,-1684.2754
765500,6.6765137,0.0036621094,-1684.3193,1.7608625,0.99999994,7.0096974,-1686.0802,-1682.5585,-1684.2239
766000,5.3112793,0.009521484,-1684.1204,1.620167,1.0000001,3.5787692,-1685.7405,-1682.5002,-1684.0471
766500,6.7473145,0.0012207031,-1684.0891,1.7425238,1.0000001,7.0058074,-1685.8317,-1682.3466,-1684.0225
767000,5.777466,0.025024414,-1684.3971,1.5399173,1.0000001,4.9288325,-1685.937,-1682.8572,-1684.3329
767500,5.3601074,0.001953125,-1684.3838,1.6213988,0.99999994,3.0887692,-1686.0051,-1682.7625,-1684.3337
768000,6.0561523,0.0014648438,-1684.0842,1.7112068,1,4.330585,-1685.7954,-1682.373,-1684.0521
768500,5.081909,0.0059814453,-1684.2577,1.7259313,1.0000001,2.3081365,-1685.9836,-1682.5317,-1684.1995
769000,5.190796,0.016967773,-1684.3075,1.7323383,0.99999994,2.504599,-1686.0398,-1682.5752,-1684.2806
769500,4.296997,0.0030517578,-1684.2902,1.5371453,0.99999994,2.240077,-1685.8273,-1682.753,-1684.2124
770000,4.7213135,0.0013427734,-1684.2533,1.6987078,1,2.8083346,-1685.952,-1682.5546,-1684.1807
770500,5.192749,0.004760742,-1684.317,1.664189,0.99999994,1.8418094,-1685.9812,-1682.6528,-1684.2227
771000,4.757324,0.020751953,-1684.2222,1.5273052,1,1.7087339,-1685.7495,-1682.6948,-1684.0844
771500,5.4348145,0.0014648438,-1684.4675,1.6292418,0.99999994,4.1111293,-1686.0968,-1682.8383,-1684.3441
772000,6.2390137,0.0009765625,-1684.3306,1.5615174,1,3.9248943,-1685.8921,-1682.769,-1684.1707
772500,5.2540283,0.0040283203,-1684.5096,1.6450778,0.99999994,2.3173976,-1686.1547,-1682.8646,-1684.439
773000,4.755371,0.001953125,-1684.187,1.5306015,0.99999994,2.7657306,-1685.7177,-1682.6564,-1684.1276
773500,4.430298,0.008422852,-1684.3207,1.5916481,1,2.3955827,-1685.9124,-1682.729,-1684.2661
774000,5.739624,0.002319336,-1684.1266,1.7645179,1,2.8060105,-1685.8911,-1682.362,-1684.0803
774500,6.449463,0.0031738281,-1684.2744,1.6777179,0.99999994,6.5897336,-1685.9521,-1682.5967,-1684.1855
775000,6.718628,0.0037841797,-1684.0272,1.5751814,1,8.320912,-1685.6024,-1682.452,-1683.9653
775500,4.52124,0.009765625,-1684.1526,1.4822332,1.0000001,2.397258,-1685.6348,-1682.6704,-1684.0454
776000,5.543335,0.006713867,-1684.0844,1.7395785,0.9999999,3.79271,-1685.824,-1682.3447,-1683.994
776500,4.814209,0.0063476562,-1684.2773,1.7932429,1.0000002,2.749317,-1686.0706,-1682.4841,-1684.2201
777000,4.2437744,0.0072021484,-1684.2179,1.4739673,1,2.1569626,-1685.6919,-1682.7439,-1684.158
777500,5.996582,0.03564453,-1684.1631,1.6430937,1,5.3252296,-1685.8062,-1682.52,-1684.0972
778000,5.2905273,0,-1684.1421,1.627167,1.0000001,1.8076915,-1685.7693,-1682.5149,-1684.1223
778500,5.28833,0.0012207031,-1684.2014,1.520768,1,3.8666317,-1685.7222,-1682.6807,-1684.1625
779000,6.440674,0.0009765625,-1684.1543,1.6729777,1,2.439137,-1685.8273,-1682.4813,-1684.0344
779500,6.817627,0.0063476562,-1684.1807,1.6255866,1.0000001,3.0574682,-1685.8063,-1682.555,-1684.0696
780000,4.3726807,0.0020751953,-1684.2906,1.594835,0.99999994,2.4992173,-1685.8855,-1682.6958,-1684.0732
780500,4.437256,0,-1683.9268,1.6763729,1,2.2885802,-1685.6031,-1682.2504,-1683.8217
781000,4.3078613,0.009765625,-1684.0818,1.6450707,0.9999999,2.1643677,-1685.7268,-1682.4368,-1684.042
781500,6.689453,0.0061035156,-1684.1543,1.5993762,0.99999994,8.02809,-1685.7537,-1682.5549,-1684.0986
782000,5.533325,0.0018310547,-1684.2367,1.6105134,1.0000001,1.8311838,-1685.8472,-1682.6262,-1684.0966
782500,4.7125244,0.016723633,-1684.2333,1.6060828,1,2.6472464,-1685.8394,-1682.6272,-1684.167
783000,4.541504,0.0024414062,-1684.2683,1.7232822,1,2.102502,-1685.9916,-1682.545,-1684.1809
783500,5.429077,0.0025634766,-1684.0397,1.7163414,1,4.0115137,-1685.756,-1682.3234,-1683.9712
784000,4.717041,0.010986328,-1684.189,1.6493034,1,1.7972507,-1685.8383,-1682.5397,-1684.0419
784500,4.8256836,0,-1684.3193,1.6353425,1.0000001,2.9511645,-1685.9547,-1682.684,-1684.2676
785000,6.3203125,0.010498047,-1684.1311,1.7153901,1,5.7664466,-1685.8464,-1682.4158,-1684.0896
785500,4.5319824,0.0014648438,-1684.2344,1.5882913,1,2.2031689,-1685.8226,-1682.6461,-1684.1354
786000,4.2928467,0.023803711,-1684.2172,1.5484271,0.99999994,2.3386264,-1685.7656,-1682.6687,-1684.1694
786500,5.423462,0.0028076172,-1684.2216,1.6545849,1,3.813233,-1685.8761,-1682.567,-1684.1117
787000,5.595337,0.0020751953,-1684.2645,1.6775949,1,4.2736397,-1685.9421,-1682.5869,-1684.23
787500,4.614502,0.0146484375,-1684.2229,1.4929973,1,2.371713,-1685.716,-1682.7299,-1684.1709
788000,4.5473633,0.0056152344,-1684.2864,1.7140194,0.99999994,2.2381384,-1686.0004,-1682.5724,-1684.2363
788500,4.1726074,0.009033203,-1684.1624,1.5358093,1,1.6895962,-1685.6981,-1682.6266,-1684.1274
789000,6.4384766,0.001953125,-1684.2383,1.5501179,0.99999994,7.019912,-1685.7885,-1682.6881,-1684.1803
789500,5.394043,0.0075683594,-1684.1321,1.58991,1,2.1901376,-1685.722,-1682.5421,-1684.112
790000,5.0583496,0.0009765625,-1684.1475,1.5474648,1,1.9502141,-1685.695,-1682.6,-1684.0974
790500,6.5803223,0.0048828125,-1684.3921,1.6466765,1,2.4712248,-1686.0388,-1682.7454,-1684.3196
791000,5.883911,0.00061035156,-1684.3048,1.5552022,1,5.482535,-1685.86,-1682.7496,-1684.2656
791500,4.693115,0.0078125,-1684.2903,1.6191965,1.0000001,2.5223837,-1685.9094,-1682.6711,-1684.2273
792000,6.168335,0.0013427734,-1684.1708,1.6208618,1,2.8413253,-1685.7916,-1682.5499,-1684.1108
792500,4.4993896,0.00036621094,-1684.3231,1.4640015,0.99999994,2.344281,-1685.7871,-1682.8591,-1684.2555
793000,4.900879,0.0026855469,-1684.4226,1.6491858,1,3.1929011,-1686.0718,-1682.7734,-1684.3115
793500,4.807251,0.008422852,-1684.2567,1.6067528,0.9999999,3.0471804,-1685.8635,-1682.6499,-1684.2
794000,6.3706055,0.0048828125,-1684.1282,1.7882384,1,5.9017816,-1685.9164,-1682.34,-1684.0803
794500,6.247925,0.022338867,-1684.3158,1.660422,0.99999994,5.8463473,-1685.9762,-1682.6554,-1684.2808
795000,4.932617,0.0031738281,-1684.197,1.6694566,1,2.7078176,-1685.8665,-1682.5276,-1684.1545
795500,5.947998,0.016601562,-1684.0566,1.7071322,0.9999999,2.8652937,-1685.7638,-1682.3495,-1683.989
796000,4.734375,0.0029296875,-1684.2251,1.637513,1.0000001,2.5804565,-1685.8627,-1682.5875,-1684.1836
796500,5.649658,0.00390625,-1684.2769,1.6461163,0.99999994,4.4440784,-1685.923,-1682.6307,-1684.2249
797000,6.624878,0.00793457,-1684.161,1.6288716,1,2.3145866,-1685.7899,-1682.5321,-1684.052
797500,4.8125,0.03466797,-1684.2141,1.7228568,0.99999994,2.9763966,-1685.937,-1682.4912,-1684.0283
798000,4.602539,0.0034179688,-1684.1919,1.6246088,0.99999994,2.527094,-1685.8165,-1682.5673,-1684.1453
798500,5.4747314,0.004272461,-1684.278,1.7271504,0.9999998,3.8406992,-1686.0051,-1682.5508,-1684.1929
799000,5.180908,0.0024414062,-1684.2896,1.658058,1,3.1441555,-1685.9476,-1682.6315,-1684.2239
799500,4.793579,0.008666992,-1684.4435,1.5784209,0.99999994,2.4779208,-1686.0219,-1682.8651,-1684.3876
800000,4.621704,0.01965332,-1684.2677,1.5686086,1,2.559023,-1685.8363,-1682.6991,-1684.1736
800500,4.4813232,0.00036621094,-1684.1876,1.6218634,1.0000002,1.8292121,-1685.8094,-1682.5658,-1684.115
801000,5.0495605,0.011962891,-1684.3818,1.6126684,0.9999999,2.3226614,-1685.9945,-1682.7692,-1684.2893
801500,6.1585693,0.0020751953,-1683.9532,1.5292312,1,2.0264032,-1685.4824,-1682.4241,-1683.9036
802000,3.895996,0.0073242188,-1684.3779,1.4764299,1,1.8571805,-1685.8544,-1682.9015,-1684.2941
802500,5.5281982,0.00061035156,-1684.3363,1.6091777,1,3.7578747,-1685.9454,-1682.7272,-1684.2668
803000,5.2716064,0.0030517578,-1684.2574,1.6962233,1,2.542583,-1685.9536,-1682.5613,-1684.1495
803500,5.243042,0.0014648438,-1684.3098,1.7113463,1,3.6170433,-1686.0211,-1682.5985,-1684.2051
804000,7.098755,0.014526367,-1684.268,1.7368077,1,2.0671864,-1686.0048,-1682.5311,-1684.2372
804500,4.520752,0.007080078,-1684.1453,1.6755171,1.0000001,2.5351992,-1685.8208,-1682.4697,-1684.0718
805000,5.274658,0.0063476562,-1684.178,1.5631237,1,3.6264503,-1685.7411,-1682.6149,-1684.1182
805500,4.4953613,0.012207031,-1684.2932,1.50766,0.99999994,2.4106104,-1685.8009,-1682.7855,-1684.1852
806000,5.2521973,0.0009765625,-1684.3469,1.6547633,0.99999994,2.7450259,-1686.0017,-1682.6921,-1684.0823
806500,5.4553223,0.00012207031,-1684.2609,1.5954026,1,3.2224903,-1685.8563,-1682.6654,-1684.198
807000,4.7314453,0.0041503906,-1684.3555,1.6296277,1,2.6296482,-1685.9851,-1682.7258,-1684.2418
807500,4.645874,0.0008544922,-1684.128,1.6128331,1.0000001,1.8930831,-1685.7408,-1682.5153,-1684.0883
808000,5.351074,0.0043945312,-1684.2048,1.6277851,0.99999994,2.0609334,-1685.8326,-1682.577,-1684.1604
808500,5.567383,0.005126953,-1684.2683,1.7694769,1,3.9719057,-1686.0378,-1682.4988,-1684.2106
809000,4.8066406,0.0053710938,-1684.2412,1.5980526,1,1.7601652,-1685.8392,-1682.6432,-1684.1117
809500,5.317871,0.0063476562,-1684.0654,1.6548078,0.99999994,3.523852,-1685.7202,-1682.4106,-1683.8954
810000,5.588623,0.0063476562,-1684.1038,1.5774993,1.0000001,2.006908,-1685.6813,-1682.5262,-1684.0115
810500,4.3599854,0.0010986328,-1684.3602,1.6345913,1,2.0766313,-1685.9949,-1682.7256,-1684.2369
811000,5.5273438,0.0048828125,-1684.1147,1.6168549,1,2.9926052,-1685.7316,-1682.4979,-1684.0784
811500,7.833496,0.0021972656,-1684.332,1.796166,0.99999994,10.868541,-1686.1282,-1682.5359,-1684.2712
812000,4.88208,0.016601562,-1684.4624,1.6283772,0.99999994,2.156171,-1686.0908,-1682.834,-1684.2905
812500,5.0615234,0.008544922,-1684.1384,1.5171752,0.99999994,3.3064406,-1685.6556,-1682.6212,-1684.0884
813000,4.935425,0.0037841797,-1684.1986,1.590265,1,3.1677601,-1685.7888,-1682.6084,-1684.1287
813500,4.1342773,0.0029296875,-1684.1357,1.6281936,0.99999994,2.0711806,-1685.7639,-1682.5076,-1684.0751
814000,5.095093,0.0072021484,-1684.3422,1.5794262,1,3.4330633,-1685.9216,-1682.7627,-1684.2549
814500,5.850342,0.0043945312,-1684.4651,1.8631938,1,3.5487525,-1686.3282,-1682.6019,-1684.2239
815000,4.0372314,0.0018310547,-1684.2108,1.5687267,1,1.875706,-1685.7795,-1682.6421,-1684.1238
815500,5.6274414,0.0017089844,-1684.1167,1.4927607,1,2.4050186,-1685.6095,-1682.6239,-1683.9962
816000,5.86792,0.0029296875,-1684.2273,1.7314311,0.99999994,2.5590165,-1685.9587,-1682.4958,-1684.1296
816500,6.20105,0.010131836,-1684.2592,1.6435397,1,5.585592,-1685.9027,-1682.6156,-1684.209
817000,4.564331,0.004272461,-1684.1569,1.7051536,0.99999994,2.4636176,-1685.862,-1682.4517,-1684.0547
