Epoch,MaxActionDiff,MinActionDiff,MeanActionDiff,StdActionDiff,MeanReWeightingFactor,StdReWeightingFactor,MeanMinusStd,MeanPlusStd,Loss
232500,5.677368,0.005493164,-1683.8815,1.9170804,1,3.594141,-1685.7986,-1681.9644,-1683.7854
233000,5.26062,0.003540039,-1684.2526,1.8479031,0.99999994,3.2227366,-1686.1005,-1682.4047,-1683.9208
233500,5.156616,0.009033203,-1683.9932,1.8158466,0.9999999,2.5821211,-1685.809,-1682.1774,-1683.8806
234000,5.1900635,0.0028076172,-1683.7833,1.7491578,0.99999994,3.19313,-1685.5325,-1682.0342,-1683.6975
234500,4.7388916,0.00061035156,-1684.1632,1.7697525,1,2.5898483,-1685.933,-1682.3934,-1684.0044
235000,6.939331,0.008666992,-1683.8304,1.8519356,1,7.4498878,-1685.6824,-1681.9785,-1683.7637
235500,5.895752,0.009033203,-1684.1099,1.8098919,1,4.528824,-1685.9198,-1682.2999,-1683.8447
236000,6.5458984,0.0036621094,-1684.1128,1.6685772,1,2.3824944,-1685.7814,-1682.4442,-1683.9187
236500,5.0358887,0.025878906,-1683.9724,1.8325171,1.0000002,2.9966035,-1685.8049,-1682.1399,-1683.8339
237000,5.3896484,0.01171875,-1683.8022,1.654387,0.9999999,3.6782095,-1685.4567,-1682.1478,-1683.7317
237500,8.498901,0.0028076172,-1684.0944,2.099085,1,12.410536,-1686.1935,-1681.9952,-1684.005
238000,4.965332,0.01953125,-1684.1353,1.7396849,1,2.5000916,-1685.8749,-1682.3956,-1684.0938
238500,5.8078613,0.0029296875,-1683.9275,1.8327433,1,4.2449794,-1685.7603,-1682.0947,-1683.8588
239000,5.4450684,0.0021972656,-1684.0908,1.770101,1,2.2718618,-1685.861,-1682.3207,-1683.9445
239500,5.319214,0.006225586,-1684.1671,1.7562447,1.0000001,3.4084404,-1685.9233,-1682.4109,-1684.0918
240000,5.788208,0.010864258,-1683.995,1.8626534,1,4.3732204,-1685.8577,-1682.1323,-1683.886
240500,6.1015625,0.013427734,-1684.0105,1.8343037,0.99999994,4.691753,-1685.8448,-1682.1761,-1683.9531
241000,6.2023926,0.0126953125,-1684.065,1.8043867,1,4.590652,-1685.8694,-1682.2605,-1683.7657
241500,6.5699463,0.023803711,-1683.8805,1.887808,1,6.2555337,-1685.7683,-1681.9927,-1683.8103
242000,4.9555664,0.041748047,-1683.9785,1.8253617,0.99999994,2.7776206,-1685.8038,-1682.1532,-1683.8768
242500,4.55249,0.0012207031,-1683.9302,1.7376932,0.99999994,2.4672039,-1685.6678,-1682.1925,-1683.8323
243000,6.6311035,0.0107421875,-1684.0759,1.8871509,1,6.1514463,-1685.9631,-1682.1887,-1684.0232
243500,4.9954834,0.00036621094,-1683.8624,1.7757765,0.9999998,3.0732932,-1685.6382,-1682.0867,-1683.7683
244000,4.749756,0.0024414062,-1683.8708,1.7842002,1.0000001,2.4483552,-1685.655,-1682.0867,-1683.705
244500,5.1933594,0.013916016,-1683.9312,1.8753719,1,3.3276954,-1685.8065,-1682.0558,-1683.894
245000,5.2819824,0.026123047,-1683.792,1.7334327,1,2.335896,-1685.5254,-1682.0586,-1683.7373
245500,5.533203,0.0009765625,-1683.8862,1.7586603,0.99999994,3.7476225,-1685.6449,-1682.1276,-1683.8116
246000,7.032837,0.0008544922,-1683.964,1.9765863,0.9999999,6.619295,-1685.9406,-1681.9874,-1683.884
246500,5.3601074,0.0024414062,-1684.0068,1.8712285,1,3.0114455,-1685.878,-1682.1356,-1683.8805
247000,5.7836914,0.013183594,-1684.0386,1.8331561,0.99999994,4.059408,-1685.8717,-1682.2054,-1683.9893
247500,7.2198486,0.008178711,-1684.0712,1.7202812,1,9.493701,-1685.7915,-1682.3508,-1683.904
248000,7.3327637,0.0036621094,-1683.9133,1.8211788,0.9999999,9.141452,-1685.7345,-1682.0922,-1683.8573
248500,4.84375,0.009765625,-1684.075,1.7625078,1,2.695143,-1685.8374,-1682.3125,-1684.0032
249000,5.925537,0.0007324219,-1684.0015,1.8351264,1,4.1933837,-1685.8365,-1682.1664,-1683.7535
249500,5.4260254,0.0007324219,-1684,1.7772797,0.9999999,3.527297,-1685.7772,-1682.2228,-1683.9038
250000,6.399658,0.001953125,-1684.0234,1.7644947,0.9999998,5.652991,-1685.788,-1682.2589,-1683.873
250500,5.272217,0.016601562,-1684.0117,1.8486978,1,3.4264193,-1685.8605,-1682.163,-1683.8108
251000,5.1087646,0.013061523,-1684.0255,1.7704365,1.0000001,2.2418585,-1685.7959,-1682.2551,-1683.9321
251500,4.864746,0.001953125,-1683.7905,1.7737738,1,2.2377656,-1685.5643,-1682.0167,-1683.7166
252000,5.464966,0.015991211,-1683.8124,1.7191774,1,2.937293,-1685.5316,-1682.0931,-1683.7565
252500,8.181152,0.00024414062,-1684.0298,1.9688205,1,11.45325,-1685.9987,-1682.0609,-1683.9541
253000,5.515625,0.0056152344,-1683.9045,1.8104286,1,3.2917082,-1685.715,-1682.0941,-1683.825
253500,6.522217,0.011962891,-1683.9729,1.9038925,1,5.717056,-1685.8768,-1682.069,-1683.8939
254000,6.722412,0.0031738281,-1683.7432,1.9367504,1.0000001,6.166125,-1685.6799,-1681.8064,-1683.6428
254500,6.2060547,0.0012207031,-1683.9819,1.8795309,1.0000001,3.5599723,-1685.8615,-1682.1024,-1683.8284
255000,6.130615,0.0009765625,-1684.0413,1.7555622,1,5.0235424,-1685.7969,-1682.2856,-1683.9216
255500,5.329834,0.00024414062,-1684.0056,1.8134562,1,3.7240248,-1685.8191,-1682.1921,-1683.8369
256000,5.2875977,0.0107421875,-1683.9734,1.6595395,1.0000001,3.3449423,-1685.6329,-1682.3138,-1683.9509
256500,4.6469727,0.0063476562,-1684.0669,1.6418618,0.99999994,2.4129593,-1685.7087,-1682.425,-1683.9548
257000,6.9403076,0.0040283203,-1684.0446,1.8357142,1,4.738926,-1685.8802,-1682.2089,-1683.9436
257500,5.169922,0.009033203,-1683.7214,1.7983317,0.99999994,3.4182994,-1685.5198,-1681.9231,-1683.4799
258000,5.651123,0.020996094,-1683.9683,1.8264796,1,3.675121,-1685.7948,-1682.1417,-1683.909
258500,5.9973145,0.0073242188,-1683.8889,1.7504883,0.99999994,5.187932,-1685.6394,-1682.1384,-1683.7609
259000,7.368042,0.011352539,-1684.0284,1.7755209,1,2.7811425,-1685.804,-1682.2529,-1683.8894
259500,5.5441895,0.020751953,-1684.0317,1.7102607,0.99999994,2.496336,-1685.742,-1682.3215,-1683.8904
260000,8.283447,0.020996094,-1684.0706,1.8281755,1,12.82795,-1685.8987,-1682.2424,-1684.0226
260500,5.4176025,0.0018310547,-1683.9362,1.7623743,1,2.7047992,-1685.6985,-1682.1738,-1683.7712
261000,5.1152344,0.0012207031,-1684.0354,1.8512627,1.0000001,2.5943222,-1685.8867,-1682.1841,-1683.9941
261500,5.378174,0.0068359375,-1683.6865,1.806532,1,3.6034484,-1685.493,-1681.88,-1683.6189
262000,5.6073,0.003540039,-1684.1422,2.0193172,1,2.5938282,-1686.1615,-1682.1229,-1684.1084
262500,6.8515625,0.005126953,-1683.898,1.7626336,1.0000001,8.47565,-1685.6605,-1682.1354,-1683.8237
263000,5.509033,0.0036621094,-1684.0466,1.931019,0.99999994,2.825371,-1685.9777,-1682.1156,-1683.9313
263500,5.679077,0.005493164,-1684.0148,1.8228738,0.99999994,4.0422072,-1685.8376,-1682.1919,-1683.9523
264000,5.3615723,0.020996094,-1684.042,1.7050565,1,4.0695386,-1685.7471,-1682.3369,-1683.894
264500,5.3571777,0.010009766,-1684.0232,1.7851065,1.0000001,3.2368405,-1685.8083,-1682.238,-1683.8984
265000,4.7858887,0.0024414062,-1684.0161,1.73667,1.0000001,2.0143445,-1685.7528,-1682.2794,-1683.7881
265500,7.6202393,0.0028076172,-1684.055,1.770299,1,2.0972188,-1685.8253,-1682.2848,-1683.9922
266000,5.29126,0.008056641,-1683.9062,1.7906115,1.0000001,2.5045319,-1685.6969,-1682.1156,-1683.7506
266500,5.453247,0.004272461,-1683.8378,1.693452,0.99999994,3.8012953,-1685.5312,-1682.1443,-1683.7981
267000,5.845093,0.0013427734,-1683.9152,1.9975765,0.9999999,3.6760485,-1685.9127,-1681.9176,-1683.8828
267500,6.152466,0.011108398,-1684.246,1.8782192,1.0000001,4.7157297,-1686.1241,-1682.3678,-1684.1328
268000,5.107422,0.0036621094,-1683.9897,1.7151248,0.99999994,3.4195542,-1685.7048,-1682.2747,-1683.8721
268500,5.1627197,0.03942871,-1683.6254,1.7775682,1,3.0805013,-1685.403,-1681.8478,-1683.5806
269000,4.786377,0.0026855469,-1683.9231,1.8620365,0.99999994,2.5306923,-1685.7852,-1682.061,-1683.873
269500,5.0477295,0.005493164,-1683.8151,1.7130976,0.99999994,2.9119148,-1685.5282,-1682.1019,-1683.7266
270000,7.7182617,0.005126953,-1683.9453,1.9444966,1,9.179451,-1685.8898,-1682.0009,-1683.832
270500,6.2130127,0.010375977,-1683.9779,1.9011974,0.9999999,5.293105,-1685.8792,-1682.0767,-1683.9222
271000,4.8658447,0.022583008,-1683.9635,1.6841981,0.99999994,2.831537,-1685.6477,-1682.2793,-1683.8804
271500,5.397583,0.008666992,-1683.9352,1.9292052,1.0000001,3.602865,-1685.8644,-1682.006,-1683.8652
272000,6.5161133,0.0036621094,-1683.9182,1.750468,0.99999994,6.570061,-1685.6687,-1682.1677,-1683.8567
272500,6.072876,0.0059814453,-1683.9149,1.846782,0.99999994,5.02174,-1685.7617,-1682.0681,-1683.8141
273000,5.637329,0.008911133,-1683.9498,1.8674849,1,2.1365926,-1685.8173,-1682.0824,-1683.7559
273500,5.378784,0.034057617,-1683.8969,1.8630363,1.0000001,3.3658087,-1685.7599,-1682.0338,-1683.8009
274000,5.2785645,0.007080078,-1684.1482,1.837963,1,3.1000419,-1685.9862,-1682.3102,-1684.0874
274500,5.7452393,0.0013427734,-1683.986,1.8380821,1.0000001,4.0461245,-1685.8241,-1682.1478,-1683.9327
275000,6.0091553,0.0045166016,-1683.8514,1.7356665,1.0000001,4.898059,-1685.5872,-1682.1157,-1683.7231
275500,6.5354004,0.0024414062,-1683.9602,1.843103,1,3.6476665,-1685.8033,-1682.1171,-1683.8966
276000,6.7036133,0.010009766,-1684.0183,1.8707389,1,6.873805,-1685.889,-1682.1476,-1683.9277
276500,4.519165,0.0010986328,-1684.0192,1.7664921,0.9999999,2.269347,-1685.7856,-1682.2527,-1683.863
277000,5.131958,0.0057373047,-1684.0963,1.6945307,1,3.0698955,-1685.7909,-1682.4017,-1684.0227
277500,5.184082,0.0024414062,-1683.8962,1.7164673,1,3.209582,-1685.6127,-1682.1798,-1683.7944
278000,5.1313477,0.0007324219,-1683.9531,1.9915388,1,2.882765,-1685.9447,-1681.9615,-1683.7766
278500,5.5620117,0.020507812,-1684.0442,1.8729966,1,3.439736,-1685.9172,-1682.1711,-1683.937
279000,5.159912,0.004638672,-1684.0408,1.7808908,1.0000001,3.2912853,-1685.8217,-1682.2599,-1683.9705
279500,5.786133,0.012207031,-1683.9692,1.8014475,1,4.3434615,-1685.7706,-1682.1678,-1683.948
280000,4.9364014,0.018432617,-1683.8356,1.8585392,0.99999994,2.7033947,-1685.6941,-1681.977,-1683.7687
280500,7.168213,0.0107421875,-1684.0769,1.8033335,1.0000001,2.8640935,-1685.8802,-1682.2736,-1683.916
281000,5.219116,0.003540039,-1683.9103,1.7371442,1.0000001,3.1857355,-1685.6475,-1682.1731,-1683.8562
281500,5.3742676,0.01171875,-1683.9377,1.7321155,1,2.8180654,-1685.6698,-1682.2057,-1683.8235
282000,4.498047,0.0007324219,-1684.2192,1.7594455,0.99999994,2.2028706,-1685.9786,-1682.4598,-1684.1577
282500,8.686401,0.009643555,-1684.0394,1.9296026,1,7.3934894,-1685.969,-1682.1099,-1683.9921
283000,5.1326904,0.013061523,-1683.9803,1.6526278,1,3.4495456,-1685.6329,-1682.3278,-1683.8706
283500,6.6068115,0.01965332,-1684.0858,1.8070592,0.9999999,3.6741185,-1685.8928,-1682.2788,-1683.9977
284000,6.2561035,0.0021972656,-1683.9856,1.8456559,0.99999994,3.9604802,-1685.8313,-1682.1399,-1683.9178
284500,5.534424,0.012207031,-1684.0867,1.7379185,0.9999999,2.1488786,-1685.8246,-1682.3488,-1684.0151
285000,6.3980713,0.020751953,-1683.7778,1.9147782,1,5.3327293,-1685.6926,-1681.863,-1683.6196
285500,6.007324,0.0041503906,-1684.0942,1.809177,1,4.9788876,-1685.9034,-1682.285,-1684.03
286000,5.5334473,0.010986328,-1683.9868,1.8994217,1,2.6435323,-1685.8862,-1682.0874,-1683.7885
286500,5.156372,0.002319336,-1683.8778,1.6096848,1,3.272963,-1685.4875,-1682.2681,-1683.7649
287000,6.072998,0.0007324219,-1684.0833,1.8198092,1,4.66067,-1685.9031,-1682.2634,-1683.9386
287500,5.1206055,0.010009766,-1684.0366,1.8330588,1.0000001,2.757513,-1685.8696,-1682.2036,-1683.8705
288000,4.9659424,0.011108398,-1684.1053,1.8540542,1,2.821954,-1685.9594,-1682.2513,-1683.9908
288500,7.5942383,0.0061035156,-1683.8848,1.827666,1.0000001,9.32193,-1685.7124,-1682.0571,-1683.759
289000,6.081299,0.015136719,-1683.999,1.924637,0.9999999,4.644462,-1685.9237,-1682.0743,-1683.8918
289500,5.5527344,0.009765625,-1683.7292,1.8448205,0.99999994,3.9352942,-1685.5741,-1681.8844,-1683.6616
290000,6.1951904,0.012329102,-1683.9427,1.8622406,0.99999994,5.6089168,-1685.8049,-1682.0806,-1683.874
290500,6.8447266,0.016357422,-1684.0596,1.9451246,1,6.5614495,-1686.0046,-1682.1145,-1683.9404
291000,5.0998535,0.025878906,-1683.9634,1.8260267,0.9999999,2.318381,-1685.7894,-1682.1373,-1683.868
291500,6.860718,0.00012207031,-1684.192,1.9455056,0.99999994,3.0793436,-1686.1376,-1682.2465,-1684.0647
292000,4.500122,0.0030517578,-1683.9025,1.5940243,1.0000001,2.4866827,-1685.4965,-1682.3085,-1683.793
292500,7.5949707,0,-1684.179,1.8507957,1,2.1430914,-1686.0298,-1682.3281,-1683.9752
293000,5.829468,0.002319336,-1684.0514,1.7625523,1,4.4008155,-1685.814,-1682.2888,-1683.9714
293500,5.5507812,0.01586914,-1684.2229,1.7514974,1,3.8359132,-1685.9744,-1682.4714,-1684.0945
294000,5.5301514,0.0018310547,-1684.1635,1.7853765,1,3.2828748,-1685.9489,-1682.378,-1683.8076
294500,6.9769287,0.0018310547,-1683.88,1.7814295,0.9999999,2.8929179,-1685.6614,-1682.0986,-1683.8042
295000,5.8897705,0.005004883,-1684.101,1.7256619,0.9999999,2.6401286,-1685.8267,-1682.3752,-1683.9902
295500,6.05188,0.028930664,-1683.9847,1.7790011,1,4.653681,-1685.7638,-1682.2057,-1683.8013
296000,6.406006,0.0026855469,-1684.1152,1.8331994,0.99999994,5.810027,-1685.9485,-1682.282,-1684.0723
296500,7.3762207,0.0012207031,-1684.0256,1.8842468,1,3.5480566,-1685.9099,-1682.1414,-1683.9523
297000,5.100586,0.011474609,-1683.9011,1.7414557,0.99999994,2.8113174,-1685.6426,-1682.1597,-1683.7568
297500,4.343994,0.0036621094,-1683.9009,1.7426673,1,2.2694771,-1685.6436,-1682.1582,-1683.7822
298000,5.491089,0.00012207031,-1683.8275,1.7924272,1,3.6791227,-1685.62,-1682.035,-1683.725
298500,6.0914307,0.00012207031,-1683.8383,1.8733908,0.99999994,5.102087,-1685.7117,-1681.9648,-1683.713
299000,4.1811523,0.013183594,-1684.2056,1.5568813,1.0000001,2.1037846,-1685.7625,-1682.6487,-1684.021
299500,5.208496,0.0056152344,-1683.9197,1.6017953,1,3.471724,-1685.5215,-1682.3179,-1683.8623
300000,5.2373047,0.001953125,-1684.1523,1.8993591,0.99999994,3.26381,-1686.0518,-1682.2529,-1684.003
300500,6.8862305,0.0007324219,-1684.0947,1.7887939,0.9999999,8.392777,-1685.8835,-1682.3059,-1683.9236
301000,7.541382,0.009399414,-1683.9706,1.8428384,1,9.645504,-1685.8135,-1682.1277,-1683.8895
301500,4.6485596,0.00793457,-1684.0897,1.7236365,1,2.4953065,-1685.8134,-1682.3661,-1683.996
302000,6.0302734,0.0075683594,-1684.0496,1.7491626,0.99999994,3.510319,-1685.7987,-1682.3004,-1683.9261
302500,6.390381,0.018554688,-1683.7925,1.7878175,0.9999999,3.237234,-1685.5803,-1682.0046,-1683.7197
303000,4.706299,0.0041503906,-1684.1365,1.7181183,1,2.7802525,-1685.8546,-1682.4183,-1683.9861
303500,4.5944824,0.0126953125,-1684.1348,1.8316276,1.0000001,2.59767,-1685.9664,-1682.3031,-1684.0337
304000,6.1678467,0.0045166016,-1683.8168,1.6386771,1,6.140998,-1685.4554,-1682.1781,-1683.7441
304500,5.691162,0.0012207031,-1684.0227,1.7459536,0.9999999,2.6336195,-1685.7687,-1682.2767,-1683.9316
305000,5.3154297,0.006591797,-1683.9734,1.8590356,1,3.276598,-1685.8324,-1682.1144,-1683.8723
305500,6.3151855,0.026367188,-1684.106,1.779479,1.0000001,6.0982113,-1685.8854,-1682.3265,-1684.0391
306000,6.3078613,0.001953125,-1684.3442,1.7194172,1,2.8256032,-1686.0636,-1682.6249,-1684.2552
306500,6.4069824,0.018554688,-1684.2415,1.8323941,1.0000001,5.95471,-1686.0739,-1682.409,-1684.1653
307000,6.0526123,0.00061035156,-1683.8094,1.7064335,1,2.4594343,-1685.5159,-1682.103,-1683.7129
307500,5.5635986,0.0015869141,-1684.1344,1.7570933,1,3.7144296,-1685.8915,-1682.3773,-1683.9532
308000,4.713135,0.0075683594,-1684.0127,1.6679187,1,2.493717,-1685.6807,-1682.3447,-1683.905
308500,6.2418213,0.0057373047,-1684.1239,1.8138785,1,4.873152,-1685.9377,-1682.31,-1683.9575
309000,5.1757812,0.014892578,-1684.1304,1.8656583,1.0000001,2.7224529,-1685.996,-1682.2648,-1683.9546
309500,5.659546,0.00012207031,-1684.0983,1.9028618,1,3.04525,-1686.0011,-1682.1954,-1683.8656
310000,5.6416016,0.008300781,-1684.0354,1.7239634,1,3.5911226,-1685.7594,-1682.3114,-1683.9634
310500,5.345703,0.01171875,-1684.0837,1.7684184,1,2.8191514,-1685.8522,-1682.3153,-1684.0215
311000,6.1430664,0.0009765625,-1684.0969,1.70453,1.0000001,5.721689,-1685.8015,-1682.3923,-1684.053
311500,4.319092,0.022705078,-1684.1057,1.6295543,1,1.9544308,-1685.7352,-1682.4762,-1683.9475
312000,5.5875244,0.0008544922,-1684.0927,1.7770168,1,3.0781338,-1685.8696,-1682.3157,-1683.9666
312500,5.6203613,0.009033203,-1683.9395,1.9149839,1.0000001,2.8900962,-1685.8545,-1682.0244,-1683.7402
313000,7.1827393,0.0018310547,-1683.92,1.7527723,1,8.046783,-1685.6729,-1682.1672,-1683.7847
313500,4.9067383,0.01171875,-1683.8108,1.705164,0.99999994,2.933848,-1685.516,-1682.1056,-1683.7406
314000,5.032593,0.015991211,-1684.1383,1.6495956,1,3.338984,-1685.7878,-1682.4888,-1683.9806
314500,4.9935303,0.012329102,-1684.1105,1.6272806,1,2.7495272,-1685.7378,-1682.4832,-1684.0662
315000,5.345581,0.0020751953,-1683.9733,1.773301,1,3.2099261,-1685.7466,-1682.2,-1683.9353
315500,6.7685547,0.005859375,-1684.065,1.8289896,0.9999999,6.7888007,-1685.8939,-1682.236,-1683.9387
316000,5.5979004,0.017822266,-1684.0344,1.8335915,1,3.6514506,-1685.868,-1682.2008,-1683.8364
316500,4.7579346,0.0045166016,-1684.0555,1.7243744,1.0000001,2.4857228,-1685.7799,-1682.3312,-1683.9701
317000,6.39209,0.008056641,-1683.7864,1.7722335,0.9999999,6.257813,-1685.5586,-1682.0142,-1683.697
317500,5.696411,0.00036621094,-1683.8807,1.76302,0.99999994,2.3273313,-1685.6438,-1682.1177,-1683.7959
318000,5.972168,0.019042969,-1684.0242,1.8344623,0.99999994,3.5447795,-1685.8586,-1682.1897,-1683.8883
318500,7.591675,0.009643555,-1684.0743,1.665676,0.99999994,7.5869956,-1685.74,-1682.4087,-1684.0337
319000,5.213745,0.0015869141,-1684.018,1.9036433,1,2.8574877,-1685.9216,-1682.1143,-1683.8667
319500,5.6467285,0.02758789,-1684.1023,1.81898,1,3.973178,-1685.9213,-1682.2833,-1684.007
320000,5.274414,0.009765625,-1683.8213,1.7133983,0.99999994,3.2155564,-1685.5347,-1682.1079,-1683.7307
320500,4.3778076,0.0013427734,-1683.9242,1.7136685,1.0000001,2.2531574,-1685.6378,-1682.2106,-1683.8687
321000,5.4156494,0.005004883,-1683.881,1.7478236,1,3.638892,-1685.6288,-1682.1332,-1683.7744
321500,5.1099854,0.0025634766,-1684.1115,1.6929226,0.9999999,3.1802087,-1685.8043,-1682.4186,-1683.9243
322000,4.7956543,0.0021972656,-1683.978,1.560798,0.99999994,2.6033747,-1685.5388,-1682.4172,-1683.8837
322500,5.9873047,0.022216797,-1684.065,1.696367,1,2.652673,-1685.7614,-1682.3685,-1683.9722
323000,6.61792,0.0078125,-1684.1008,1.9043285,1,3.610396,-1686.0051,-1682.1965,-1683.9655
323500,4.6397705,0.014770508,-1683.9508,1.7102102,0.9999999,2.313386,-1685.661,-1682.2406,-1683.8604
324000,7.0717773,0.0126953125,-1684.1533,1.8309523,1,7.7728534,-1685.9843,-1682.3224,-1684.0634
324500,5.4570312,0.001953125,-1683.8787,1.8652581,1.0000001,2.4294114,-1685.7439,-1682.0134,-1683.8003
325000,5.3685303,0.048950195,-1684.0714,1.7168756,1,2.258099,-1685.7883,-1682.3545,-1684.0049
325500,6.310791,0.00048828125,-1684.3279,1.9212528,1,5.0078483,-1686.2491,-1682.4066,-1684.0963
326000,6.114502,0.00048828125,-1684.0476,1.9254304,1,3.8056798,-1685.973,-1682.1222,-1683.9697
326500,5.9571533,0.0030517578,-1684.1251,1.8159026,1.0000001,3.323133,-1685.941,-1682.3092,-1684.0334
327000,4.835205,0.0146484375,-1683.9734,1.6060016,0.99999994,3.15966,-1685.5793,-1682.3674,-1683.8682
327500,4.98999,0.013183594,-1684.1038,1.6566355,0.9999999,2.9908133,-1685.7604,-1682.4471,-1684.0549
328000,5.3479004,0.0007324219,-1684.0217,1.7917297,0.99999994,2.4354317,-1685.8135,-1682.23,-1683.919
328500,5.064331,0.00012207031,-1684.1344,1.7193252,1,3.3342738,-1685.8538,-1682.415,-1684.0349
329000,5.5478516,0.010498047,-1683.904,1.7560288,0.99999994,2.527581,-1685.66,-1682.1481,-1683.8392
329500,4.927368,0.0040283203,-1683.8993,1.7326505,1,2.7925315,-1685.632,-1682.1666,-1683.8328
330000,5.0723877,0.015991211,-1683.9423,1.811358,0.9999999,3.0315807,-1685.7537,-1682.1309,-1683.8926
330500,5.2788086,0.0034179688,-1684.0315,1.7909501,0.9999999,2.7674358,-1685.8224,-1682.2406,-1683.9072
331000,4.889038,0.008178711,-1683.8322,1.700717,0.99999994,2.024398,-1685.5328,-1682.1315,-1683.7224
331500,5.852417,0.006713867,-1684.1041,1.8302872,0.9999999,4.3673873,-1685.9344,-1682.2738,-1683.9897
332000,5.062256,0.00024414062,-1684.0745,1.7948757,1,2.7477615,-1685.8694,-1682.2795,-1683.9661
332500,5.449829,0.02355957,-1683.9999,1.8380148,0.9999999,2.2606459,-1685.8379,-1682.1619,-1683.8937
333000,5.58667,0.0041503906,-1684.0269,1.7845201,1.0000001,3.897739,-1685.8114,-1682.2423,-1683.9446
333500,5.253296,0.011352539,-1684.1307,1.847693,1,2.9597797,-1685.9784,-1682.2831,-1684.0741
334000,5.095459,0.0014648438,-1683.9221,1.7224512,1.0000001,2.5417328,-1685.6445,-1682.1997,-1683.8558
334500,5.161377,0.0041503906,-1684.1367,1.7083083,1,3.3223364,-1685.845,-1682.4285,-1684.0715
335000,6.647461,0.0024414062,-1683.9092,1.7410399,1,6.7812877,-1685.6503,-1682.1681,-1683.8436
335500,6.4693604,0.012817383,-1683.9928,1.7235249,1,1.9147704,-1685.7163,-1682.2693,-1683.8958
336000,4.113159,0.010131836,-1683.8754,1.7246561,1,1.8417878,-1685.6,-1682.1508,-1683.8018
336500,5.456787,0.00024414062,-1683.9832,1.7645662,1.0000001,3.5045035,-1685.7477,-1682.2186,-1683.905
337000,5.7211914,0.0048828125,-1684.1055,1.6684067,1,2.2219603,-1685.7739,-1682.437,-1683.9595
337500,6.5960693,0.010864258,-1683.9559,1.8595316,0.99999994,3.4067662,-1685.8154,-1682.0964,-1683.8479
338000,5.821289,0.014404297,-1683.9614,1.9115933,1,3.4295294,-1685.873,-1682.0498,-1683.8088
338500,5.520508,0.0021972656,-1684.2122,1.7578477,1,3.9248207,-1685.97,-1682.4543,-1684.1348
339000,6.0146484,0.00048828125,-1684.085,1.7373587,1,2.304543,-1685.8223,-1682.3477,-1684.0494
339500,5.0805664,0.010253906,-1683.8867,1.7628096,1,3.0138552,-1685.6495,-1682.1239,-1683.8602
340000,7.854004,0.01928711,-1683.957,1.8463261,1.0000001,11.394304,-1685.8033,-1682.1107,-1683.8966
340500,5.4018555,0.017822266,-1684.2375,1.8111508,0.9999999,3.4176896,-1686.0487,-1682.4264,-1684.0652
341000,6.687866,0.0013427734,-1684.2264,1.7926586,1,6.521216,-1686.019,-1682.4338,-1684.1013
341500,5.900757,0.015991211,-1684.2518,1.8270092,1.0000001,4.281415,-1686.0789,-1682.4248,-1683.8235
342000,5.298584,0.0073242188,-1683.9385,1.6543591,1,3.4866068,-1685.5929,-1682.284,-1683.8713
342500,5.06958,0.0078125,-1684.1145,1.6807002,1.0000001,3.0217607,-1685.7952,-1682.4338,-1683.9486
343000,5.1536865,0.013305664,-1684.109,1.6772414,1,2.832356,-1685.7863,-1682.4318,-1684.0425
343500,5.5162354,0.0072021484,-1684.2579,1.7931201,1,2.8055956,-1686.051,-1682.4648,-1684.1399
344000,4.57959,0.017089844,-1683.9048,1.6218064,0.99999994,2.799738,-1685.5266,-1682.283,-1683.8038
344500,4.657837,0.00036621094,-1684.0609,1.7456908,1,2.3881943,-1685.8066,-1682.3152,-1683.9646
345000,6.7521973,0,-1683.9646,1.695791,1.0000001,7.158212,-1685.6604,-1682.2688,-1683.922
345500,5.8554688,0.02319336,-1684.04,1.7414968,1,4.4229403,-1685.7815,-1682.2986,-1683.9061
346000,4.857666,0.028808594,-1684.054,1.7010827,1,1.796334,-1685.755,-1682.3529,-1683.9808
346500,5.1087646,0.002319336,-1684.08,1.8803216,0.99999994,3.0326753,-1685.9603,-1682.1996,-1684.0012
347000,5.1345215,0.0014648438,-1683.9834,1.7345405,1,2.4238596,-1685.7179,-1682.2489,-1683.8818
347500,5.4975586,0.012451172,-1683.8408,1.768002,0.9999999,3.6515787,-1685.6088,-1682.0729,-1683.7048
348000,7.524658,0.00390625,-1683.9944,1.7188855,1,10.624911,-1685.7133,-1682.2755,-1683.8232
348500,4.059082,0.00024414062,-1683.8848,1.7152852,0.99999994,2.0406625,-1685.6001,-1682.1694,-1683.7766
349000,5.0161133,0.0048828125,-1684.1089,1.6202208,1,2.1627698,-1685.7291,-1682.4886,-1684.0056
349500,5.276001,0.003540039,-1684.1483,1.7276788,1,3.3612294,-1685.876,-1682.4207,-1684.085
350000,6.189209,0.00048828125,-1684.0249,1.8180382,0.99999994,5.0782504,-1685.8429,-1682.2069,-1683.9307
350500,6.9553223,0.0043945312,-1684.0505,1.8330996,1,7.157124,-1685.8837,-1682.2174,-1683.9785
351000,4.7871094,0.0021972656,-1684.0205,1.7290994,1,2.7404475,-1685.7496,-1682.2914,-1683.7935
351500,4.9592285,0.0012207031,-1683.9495,1.8886012,1,2.7806835,-1685.838,-1682.0609,-1683.8704
352000,4.947632,0.0008544922,-1683.9213,1.7443072,1,2.6887014,-1685.6655,-1682.177,-1683.82
